source_index,true,predicted,text
231,talk.politics.mideast,talk.politics.misc,"Can someone elaborate a little on what this ""Libertarian"" movement is? I
am not going to draw conclusions from a small sample, but so far I
recall two self-described ""Libertarians"" posting here. Both seems to be:

1) Incredibly ignorant.
2) Incredibly arrogant.
3) All they want is to get people angry.
4) Posses a lousy sense of humor.
5) write incoherently and jump from topic to topic without any logical
   connection between topics.
6) Describe themselves as intelligent and knowledgeable, although everything
   in their posters points to the opposite.
7) Very childish.

Is this some campaign to smear this Libertarian party or what?"
235,talk.politics.misc,talk.politics.guns,":
on
h

I guess your view of the video from your sofa gives you a better view than
the cops involved?  I guess one can see what one wants to see after all."
239,talk.politics.guns,talk.politics.mideast,"

I believe that this is not quite correct. My understanding is that LDS is
engaged on a project to ""convert"" the souls of deceased persons of other
religions, in order to spare them from damnation and gain them entrance into
heaven. To this end, the Church has compiled extensive genaeological records, so
that they will know the names of people to convert. A long article in the New
Yorker a few years ago described the LDS research methods in some detail (for
example, some researchers pay visits to local native storytellers to learn the
names of people long dead). This sounds like just the sort of lie that would be
made up about any unusual religion, but the New Yorker story convinced me that
there is some truth to it (the New Yorker used to do extensive fact-checking, and
the story was quite detailed)."
251,talk.politics.misc,talk.politics.guns,"   Would you like fries with that, sir?
"
255,talk.politics.guns,talk.politics.misc,"

Um, I sortof hesitate to bring this up, but owning even a single share
entitles you to attend the annual shareholders meeting, and under most
corporate charters to introduce topics to be discussed.  While I *don't*
suggest the tactic used by some in Japan (go to the shareholders meeting,
and disrupt the bejeezus out of everything), what about a well-worded
resolution complaining about ""advocacy journalism""?

"
256,talk.politics.misc,talk.politics.guns,"
How about tell everyone what the hell they were doing there in the first place?

If we knew that, we'd be in a much better position to judge their actions.
Until then, we can only speculate and develop nice conspiracy and/or police
state stories."
268,talk.politics.mideast,talk.politics.guns,deleted
269,talk.politics.misc,talk.politics.mideast,"

Who said it was dead. It seems to be alive and well here on the net."
278,talk.politics.misc,talk.politics.mideast,"
Certainly many religious beliefs seem to be positive principles for
everyday living.  Indeed, I believe it is the Islamic religion which
avoids alcohol (I apologize if I name the wrong religion) and that
is certainly a physical positive in many respects.  However, this
proves nothing.  Just because something is a ""basic, pragmatic
principle of day-to-day living"" TODAY doesn't mean it evolved from
the same.  Especially those beliefs and (mostly) positions held based
on interpretations of the religion.

Religious beliefs come from many places but most will be backed up
(after many levels of arguments) to ""Because that's how it is written.""
or ""God says...""  Now I'm not faulting that but that is not a basic,
pragmatic principle as you mean it in this context.  It is a belief
based on faith, which by definition is not necessarily backed up by
logic.  Faith is a given.  God is a absolute truth when arguing from
religion.  Also, many religions would reject your thesis that their
beliefs simply come from these day-to-day principles.

In summation, if you wish to use religious arguments be prepared to
back them up with ""It says in the [fill in religious document here],""
because most religions (things which at least I denote as religions)
are based on the writings of or teachings of [fill in religious
figure here].

NOTE: Religion is a charged topic and if I offended anyone regarding
	  my references to God, I apologize.  Please insert your own
	  sensible references, the argument should apply to nearly all
	  religions."
283,talk.politics.misc,talk.politics.guns,"The fact that Reno is actually taking responsibility (gee--that's a new
one for a politician) is a new thing for a member of Clinton's administration.
I actually respect her for having a backbone ( I never thought I'd say
that about someone from that bunch).

The way I understand what happened is that she discussed with Clinton
what was being planned for Waco.  Clinton didn't say no, so gave de
facto approval for the operation.  Things got messed up, and a lot of
people died horrible deaths.  (if I am incorrect about this, please 
feel free to correct it.  This is just what I've been able to pick 
up.)

I've just got a couple of questions about this whole thing.
(1)  Why did the government feel they needed to assault that compound?
(2)  Why didn't they try to flush them out in the first week of
     this fiasco instead of waiting 50 days.
(3)  Janet Reno jumped up to take responsibilty to take heat away
     from the President.  Does this sound anything like what a couple
     of Reagan's aides did?"
286,talk.politics.misc,talk.politics.mideast,"

You have yet to answer any or all of my questions and challenges to your 
statements.  By this am I to assume that you are unable to do so?  Or just
plain unwilling due to your lack of proof/intelligence?  So what next?  I 
prove you wrong so you just put me in your killfile?

Your lack of reasoned response seems to be a typical Clayton response.


"
289,talk.politics.misc,talk.politics.guns,"

  What crap, Phil. 50mm? Wrong. To give you a clue as to how big 50mm is, the
 F-16 fighter aircraft have 20mm gattling guns used to shoot down other 
 aircraft. A 50mm gun would be somewhere in the `cannon' realm. They might
 have had .50 calibre but definitely not 50mm. 



<><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><><>

 Paul R. Busta	                                    Busta@kozmic.enet.dec.com
 Salem,N.H.                                   
 603-894-3962
"
290,talk.politics.guns,talk.politics.mideast,"for those who live near or plan to vacation in New Hampshire
and Maine, I am posting the basic info of how to
apply for a LTC (CCW) in those states for non-residents."
292,talk.politics.guns,talk.politics.misc,ABOLISH CULTS!
301,talk.politics.misc,talk.politics.guns,"mwilson@ncratl.AtlantaGA.NCR.COM (Mark Wilson) writes,
(missing the entire point of my post):


No joke.


No,_you_jumped to_that_conclusion.  It's actually an argument as
to how to accomplish the societal good of discouraging drug use
without violating individual rights.


No. _You_missed the point.  The point is, the ""War On Drugs""
is a failure, and is counterproductive.


But, they are not free to be stupid and injure other people.
Admittedly, the fetal right-to-life is outside the scope of
this discussion.  However, it's ridiculous to assert, as you
apparently do, that cocaine has_no effect_on the developing
fetal nervous system.  Caffiene and nicotine have fetal effects
too, why should cocaine be any exception?


If you had read my article before writing your knee-jerk response
you would have seen that this is exactly what I advocated.


No shit, Sherlock.

[...]

Thank you.  How could you have missed the point so utterly?
What_have_you been smoking?


Obviously, importers will not be buying drugs in the U.S., under
U.S. jurisdiction.  Use your remaining brain cells.


O.K., I'll spell it out for you.  ""Barter economy"" means that
drug users will be permitted to grow or synthesize chemically
anything they choose, or to buy it outside the U.S. and bring
it in, if it won't grow here.  They will also be permitted to
trade with other drug users for drugs other than the ones they
themselves grow or manufacture.  They will not, however be able
to legally sell their drugs for money.  Both manufacture and
importation of noncommercial drugs will be taxed, to discourage
their use. ""This is your brain on drugs. Any questions?""


Pardon me, but possession/use of these drugs is still a crime!
You cannot analogize the rates at which drug users would seek
treatment, and the comparative ease with which it could be
made available today, when these drugs are illegal to possess/use,
with what it would be were they_not_illegal to possess/use.
Decriminalizing possession and use makes treatment_much_easier.
Drug dealers are exploiting the weaknesses of those persons who
are prone to addiction, and as such, the drug users should be
left alone, not thrown in prison along with their victimizers.
Drug_dealers_are the criminals, and should be treated as such.
Drug addiction does not absolve you of responsiblity for your
criminal actions, however.


The drug test of an arrested suspect is voluntary, not coerced,
and does not therefore constitute violation of Amendment V.
Those convicted who are drug users, as evidenced by the test,
are in need of treatment for their problem.  Institutionalization
of these adddicted criminals is, I would argue, the best way to
help them straighten out.  If they refuse the test and are convicted,
their sentence can be appropriately harsher, since they, unlike the
addict, have no ""excuse"" for their crimes.


Why not?  My objective is to discourage drug use_and_criminal
behavior.  If fewer criminals do drugs out of fear of getting a
harsher sentence if they are convicted, why is that not a good
thing?  If fewer drug dealers (who are still criminals, BTW)
can find victims, why is that not a good thing?  If fewer drug
users, such as drunks, 'potheads,' etc., commit crimes out of
fear of being cut off from their sources of supply, why is that
not a good thing?

I'm certainly willing to debate my position.
You have to read it carefully though."
302,talk.politics.misc,talk.politics.guns,"
You have perhaps heard of the Dead Sea.  I may be wrong, but I believe
it is not misnamed.  And I don't believe that humans had a hand in it,
although it is possible since the great cedar forests of Lebanon were
but a memory by the time of Christ if not earlier.

But, more on the point, while Nature is the may be the more prolific
""despoiler"", Man is certainly the more creative.  We have to our
credit pesticides and heavy metals, not to mention radioactivity,
which is so wonderfully persistent and fatal (not that we invented
radioactivity or heavy metals, we only concentrated them so that they
would be a more lethal threat).

In general I find Mr. Bacon's arguments rhetorical, devoid of sense,
and therefore trivial.

BTW, is there any reason this discussion is on phl.misc?"
303,talk.politics.mideast,talk.politics.guns,"
Thank you very much for clarifying your position and source.  Apologies 
are accepted in good faith.  This absolutely was no attempt to bring you to
your knees, It is merely a suggestion to really check and re-sheck your
sources before throwing a flame into the net.

Thanx again"
306,talk.politics.misc,talk.politics.guns,"
+>Can people please stop the 'I think/know the BATF/FBI are completely
+>responsible but they'll cover it up so that the investigation will
+>show that Koresch is responsible' bs. In an investigation of this
+>size with the feds, state, and civilians involved in the
+>investigation it would be practially impossible to cover up.

	The place has burned to the ground.  The FBI and company
have the whole area cordoned off and have already arrested 
reporters for being at the site and taking pictures.

	All your going to get in terms of a story is what the FBI, ATF
and the Texas Rangers decide to release.  



+>And with Republicans like Arlen Spector calling for investigations,
+>this isn't going to be handled with kid gloves.
 
	When the Philadephia cops dropped their bomb on MOVE and
managed to burn down an entire neighborhood many people said 
the same thing.  Dead men and rubble tell no tales that the
police dont want them to tell.  "
307,talk.politics.misc,talk.politics.guns,"A few questions for Janet Reno:

	Why don't you think generals have any place in law enforcement?

	If the ATF/FBI had proof that Koresh was:

		A child molester
		A child abuser
		A wife abuser
		Bigamist
		Sexual Deviant (not a crime in all 50 states, yet)
	As well as
		Illegally modify weapons

	Why wasn't he simply arrested during one of his morning jogs?  Why did
the allegations of child/wife/sex crimes only come out after the Branch
Davidians repelled the initial assualt?

	Was it because it became necessary to demonize David Koresh?  Do you
feel responsible for the deaths of over 80 people?  How many would be alive to
day if Koresh had been arrested outside the compound?


	Inquiring minds want to know.

	[Although Janet was installed after the siege began, her purge of the
justice dept. leaves only her people in charge.]"
308,talk.politics.misc,talk.politics.mideast,"Since 1979, the members of the European Parliament (the parliamentary assemby
of the European Community) have been elected directly by the citizens of the
Member States. Before, the Members of the European Parliament (MEPs) were just
Members of National Parliaments (MNPs) elected by and from among their peers.

In the European Parliament, every Member State has a fixed number of seats,
which increases less than proportionally with the population. Once in five
years, a general European election is being held, in which the citizens of all
Member States choose their representatives to the European Parliament. Next
elections are due in 1994.

Now the voting system for these European elections still differs from one
country to another. Although the European Treaty enabling the direct election
of the MEPs requires a uniform voting system, up to now every country has just
used its own system, more or less the same one used for national elections.
British MEPs are elected in a first-past-the-post system with one MEP per
district; nearly all other States have chosen a system with proportional
representation. But then in some countries (France, Italy) MEPs are allowed to
be a MNP as well, whilst in others they are not (Belgium, Netherlands).

The European Parliament is now working on a uniform election system for its
own members, so that every candidate should have the same regulations to
comply with, regardless of the Member State (s)he wants to be elected for. I
would like to know what you people out there think of the following questions:

1. Do you think it is necessary to have uniform regulations or should every
Member State continue to use its own regulations (for European elections that
is)?

2. Do you think a system of majority voting should be implemented, with one or
more MEPs per district, or would you prefer a system with proportional
representation (for the whole of the Community or per state, per region, per
district?).

3. Do you think the European Commission (or just its president) should be
directly elected too, or should it be appointed by the European Parliament, or
by the joint Member State governments as it is now?

4. The Maastricht Treaty allows subjects of Member States to stand for
election in another Member State they are residing in. Do you think you would
or could vote for a foreigner if his/her ideas appeal to you?

5. Do you think MEPs should be allowed to be a member of a national parliament
or a regional parliament too? Or a member of a national or regional government
body?

6. The European Parliament now has meetings in both Strasbourg and Brussels.
MEPs themselves are for a complete move to Brussels in great majority, but
political compromises between the governments of the Member States stick to
the status quo. Do you approve of this or do you think the European Parliament
should meet in one city only, and if yes, which?

Please post your answers to eunet.politics, to which all followups are
automatically directed. If you do not have access to that group, please mail
your answer directly to me and I will post it for you.

I hope many of you will take the time to post their views on this matter."
313,talk.politics.misc,talk.politics.mideast,"Do we know yet who will be holding the hearings? And, if so, do
we know who is on the committee of question askers? I'm sure
many of us have potential questions we'd like to send to them."
316,talk.politics.misc,talk.politics.mideast,"

   |>>|>       Excerpts from ""Insight"" magazine, March 15, 1993

   |                       *Paranoia part deleted.*

   |  Isn't Insight magazine published by the Mooneys?

   I don't remember the article that you removed so I can't comment on it.
   What I can comment on though is your response.

   Do you really believe that what you wrote is sufficient to refute
   the article?  Do have any facts in addition to your opinion?

No one has time to chase down every rumor that gets printed
in the National Enquirer or whatever.  The point is to wait
and see if the assertions of the (rather bizarre) original
post will be corroborated in any way.  Perhaps they will.
The recent posts of the rather bizarre original poster speak
for themselves."
318,talk.politics.misc,talk.politics.guns,"
       While also allowing law enforcement agencies to intercept phone
conversations of criminals *and* non-criminals unlawfully.  (""No, Rev.
King, we aren't spying on you."")

       I wonder how long it will take for ""the wrong people"" to put their
hands on the equipment necessary to read this stuff.  It'll probably
be as safe as weapons locked safely in evidence rooms.


       And people to whom they sell them to.  All it takes is corrupting
the right guy.  No, that never happens.
"
320,talk.politics.misc,talk.politics.guns,"
  This might be illegal without a very specific Presidential declaration
or even a change in law. In general (sic), U.S. military troops are not
permitted to be used for domestic policing operations.
"
327,talk.politics.misc,talk.politics.guns,"
And this results in a fire that starts in one room and torches the entire place
before anyone in the adjacent rooms can escape?  I don't think so.  So much for
the smolder theory."
350,talk.politics.misc,talk.politics.guns,"
  True.  Today's Boston Globe interviewed a former Unification Church
  leader who is now a consultant on cults.  He said the FBI's approach
  was totally wrong.  He said they should have tried to break down the 
  BD's loyalty to Koresh through psychological means.   Koresh's whole
  theology was based on an approaching confrontation with the forces 
  of evil in the world and a seige mentality based on this.  The Feds
  played into his hands **PERFECTLY**.   By surrounding the compound
  with tanks and playing loud rock music and glaring lights at them 
  they strongly reinforced Koresh's message that the outside world was
  evil and threatening.    He said instead they should have set up 
  a picnic atmosphere, and acted inviting and friendly.  If they
  broadcast anything over PA systems it should have been loving 
  relatives reflecting on pleasant events from the cult members'
  childhoods.   The idea is to make the outside world and surrender
  seem like a pleasant, desirable alternative.   Interesting comments.
"
351,talk.politics.misc,talk.politics.guns,"
	Having watched most of the televised trial, I can answer that
when such statements were made by the defense atty, the prosecutor did
object, and the judge tended to sustain the ones that were obviously
falling under the ""self-incrimination"" type of objection.  There was
quite a bit of meta-discussion during the trial over the use of graphic
language, with most folks asking the judge if she wanted to hear the
exact language.  Practically every time the defense tried to get the
plaintiffs to ""self-incriminate"" by asking them such questions, there
were objections and sustains.

	At one point the defense managed to get in a quip about
""solicitation for a felony"" and the judge herself said ""sustained""
before the prosecutor could get the objection stated."
354,talk.politics.misc,talk.politics.mideast,"



Of course, then there's the other side. An article in yesterday's Atlanta
Journal stated that there are many scientists who have misgivings that the 
data being used to determine whether or not global warming is occuring is
faulty. The point that the article made is that all long term temperature
dataa collected has been in urban areas, and that any heat rise can be
attributed to the growth and urbanization of the area. They called it
the ""asphalt temperature trend"". We have no real long term data on remote
areas, such as the middle of the Amazon rain forest, or the top of Mt. Everest
or the Gobi desert, for that matter. An accompanying article mentioned that
a group of scientists at NASA had developed a method for using a satellite
to collect temperature data globally, and that preliminary results showed
a slight downward trend attributed to the Mt Pinatubo eruption. It went
on to say that even with the current downward trend, there appeared to be
*NO* change in global temperatures using trend prediction methods for at
least the next 50 years.

I can quote the article verbatim if you like.."
360,talk.politics.misc,talk.politics.guns,"
Wait a second, you're ignoring major facts here.

There was NO attempt to simply serve a warrant. The BATF had a
no-knock warrant. The initial firefight began when the BATF threw
concussion grenades at the building. (BATF admits this!)


Let's be realistic here, shall we?

You're a member of a rather paranoid religious organization. Someone
comes to your building, dressed in black suits, carrying firearms.
They throw a concussion grenade at the place, and try to break in.
What, exactly, are you going to do?

I would not allow anyone to enter my home without first identifying
themselves. If someone attacks my home by firing weapons or throwing
explosive, I think I'd be entirely justified in defending myself.

Regardless of what I think of the BDs, and regardless of whether or
not they were guilty of firearms violations, this is NOT the way you
treat people in a supposedly free society.

	<MC>"
365,talk.politics.mideast,talk.politics.guns,"
 	Actually, You're wrong as well. The KKK is allowed to
march and any attempts to curtail their freedom is rejected
(Actually I believe the ACLU won a case for them last year). 
	Morality should not be legilated in a free country like
the U.S. 
	I'll post something on TJ and Uva under Uva for those
Hoos bashers.
"
369,talk.politics.guns,talk.politics.mideast,"

   Some women might say, ""Death"".  How about ""life, with no hope of parole""?"
376,talk.politics.misc,talk.politics.guns,"






    James Madison, Federalist Paper 41:

    ""It has been urged and echoed, that the power ``to lay and
     collect taxes, duties, imposts, and excises, to pay the debts,
     and provide for the common defense and general welfare of the
     United States,'' amounts to an unlimited commission to exercise
     every power which may be alleged to be necessary for the common
     defense or general welfare...

    ""No stronger proof could be given of the distress under which
     these writers labor for objections, than their stooping to such a
     misconstruction.  Had no other enumeration or definition of the
     powers of the Congress been found in the Constitution, than the
     general expressions just cited, the authors of the objection
     might have had some color for it; ...  But what color can the
     objection have, when a specification of the objects alluded to by
     these general terms immediately follows, and is not even
     separated by a longer pause than a semicolon?  ...  Nothing is
     more natural nor common than first to use a general phrase, and
     then to explain and qualify it by a recital of particulars.
-- "
381,talk.politics.misc,talk.politics.guns,"
The FBI says that some of the survivors claim to have seen the leaders
of the cult talking about setting a fire, and to have smelt kerosene.
I assume this will come out at any trial that occurs as a result
of these events."
386,talk.politics.misc,talk.politics.guns,"
Why?  He, Reno, and the FBI got what they wanted -- a reminder of
who is the boss in America -- the thugs who work for the government."
387,talk.politics.misc,talk.politics.guns,"
NOT an accurate analogy. David Koresh did not take a bunch of
hostages and then call the BATF with a ransom note. You make
it sound as if the BATF showed up to save those children in the
first place. I have some interesting news for youBATF
has absolutely NO jurisdiction in child abuse cases. 

It seems to me that the BATF showed up, took the Davidians hostage. 
Then the FBI showed up, negotiated to have a few of the hostages 
released, but were unable to keep the BATF from killing the rest 
of the poor people trapped inside the compound.

        Steve Martin
        Steve_Martin@msmgate.mrg.uswest.com"
393,talk.politics.mideast,talk.politics.guns,"This is an outrage!  I don't even own a dog.
"
401,talk.politics.mideast,talk.politics.misc,"
""Society"" is impossible without some shared set of moralities, sense
of what is ""god"" and what is ""bad"" action and basic foundation of 
something ""universal"".


"
405,talk.politics.misc,talk.politics.guns,"
...

I must object to the characterization of those opposed to the
government's handling of the Waco situation as ""gun supporters"".
Your argument tries to paint the BATF critics as right-wing
gun nuts, and just mixes up two issues.

I am one of the BATF/FBI critics, and yet I am a liberal
and just as anti-gun as you are.  I just happen to believe
that everyone has civil rights, even religious crazies.
They're all human beings, not some nest of wasps that
you're trying to exterminate.

The BATF created the crisis situation by the way they handled
the original raid.  It was well known that Koresh regularly
went jogging outside his property.  He could have been served
with a search warrant then.  He could have been arrested if
he had refused to comply.  Instead officers armed with grenades
invaded the property.  This escalated into a shooting war
with tragic deaths on both sides.

Those were the first two mistakes:  the bad judgment of
asking for a no-knock warrant, and the bad and probably
illegal way the already-unwise warrant was served.

At this point, the situation escalated to where it was
described as an armed standoff and a hostage crisis.
That's when the government started covering their traces,
sealing the warrant, revising their reported history of
the incident, etc.

Things were already building up to disaster.  Now the
government could have simply closed the supply routes
and waited.  But according to Janet Reno, that option
had ""never been seriously considered"".  So, supposedly
because the agents were ""frustrated and fatigued"", and
because there supposedly were no backups, they felt
they had to go in.

Now it's entirely possible that Koresh was responsible
for the fire.  If that's so, he deserves the blame
for the deaths of the people in his compound.

But the government's hands are far from clean.
Their first raid demonstrated bad judgment plus
contempt for the 4th amendment.  The motivations
for the second raid are just too unbelievable.
And their coverup of the events of the first
raid undermines their credibility in anything
they do thereafter.  We have only some very
biased FBI agents' word for what happened.

And please let's not turn this into a pro-gun vs. anti-gun
discussion.  Anti-gun people do not believe that gun-owners
deserve to get frontally assaulted by armed government
agents.  And Koresh's civil rights exist whether his
guns were legal, illegal, illegal-but-should-have-been-legal,
or whatever! 

"
412,talk.politics.misc,talk.politics.guns,"                                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

 Which is a helluva lot more than any Republican attorney general ever did!

 BTW, why all the crocodile tears over wasting a few religious nuts, who
 wanted to be wasted anyway?  We just got back from wasting a few hundred
 thousand religious nuts over in the Middle East, and everybody cheered!!"
422,talk.politics.guns,talk.politics.misc,"
At Algor's insistance, the shaped charge will automatically detonate after
thirty years, a la ""Logan's Run,"" in order to maintain population control.
"
425,talk.politics.mideast,talk.politics.guns,"                             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^


Joachim

I have restrained from involvement in flame wars.  These comments however make
me long for the days when I was a flame warrior.  I would hope that you would
refrain from such idiotic slander.   


Winslow (formerly of Madison)

P.S.  I might have to drop the formerly and become the ""old""  Winslow of Madison."
436,talk.politics.misc,talk.politics.guns,"Has anybody heard an explanation of why the FBI was using tear gas
in a 35 mph wind?

Doesn't seem like vry good tactics to me ...

Any other explanations?

Lew"
439,talk.politics.mideast,talk.politics.guns,"	A few things about the University. It is more fun than some may
admit. Partying does go on and it has consistently been ranked
one of Playboy's top party schools. But we do study and more
importantly learn a lot. The overall UVa drug use is actually
lower than the average college in the U.S. 
	There is no hate law on the books even though they (The
forces of PC) tried to have one last year( by the way a similar
law at the University of Wisconsin ? was found unconstitutional
last year). There is a law
against relationship of professors with their students or
advisees that just passed. 
	Thomas Jefferson was the sole author of the Virginia
statute for religious freedom(the basis for the first ten
amendments), though he is not given full credit for righting
the bill of rights. So someone who picked on me for that is
right. 
	By the way, we're the man in everything. Sports
academics and partying. I'm sure a lot of other schools are
good at what they do as well, so don't start mailing me junk.
I'm happy where I am and maybe I'll go to one of y'alls medical
schools in a couple of years.
"
441,talk.politics.misc,talk.politics.guns,"
For starters, they could have gone on waiting and negotiating.  The Davidians
weren't going anywhere, and their supplies had to be limited.  Large, perhaps,
but limited.  If they had simply fired the compound by themselves without
gov't tanks smashing down their walls, then at least the gov't would not be
guilty of having _again_ used an inappropriate level of force, and would have
been able to use the meantime to continue to pressure and negotiate.  No, they
would not have looked good on the news in six months or a year.  But they sure
as hell don't look very good now.

Larry Smith (smith@ctron.com)  No, I don't speak for Cabletron.  Need you ask?"
442,talk.politics.mideast,talk.politics.guns,"


Geez, I think some of these people have been too long on the net,
you are not going to convince anyone of anything through violent
language, one wonders why so many have violent tounges...




"
448,talk.politics.misc,talk.politics.guns,"
	Do you mean besides the National Guard?

	Outside of military reservations?

	Besides national emergencies?"
451,talk.politics.misc,talk.politics.mideast,"
Yeah, just like you shouldn't assume that Aryan Nations supports
genocide.  Who are they (and you) fooling?"
455,talk.politics.misc,talk.politics.mideast,"Announcing
the Trincoll Journal

                                                      Trinity College's
Paperless Publication

The Trincoll Journal is an interactive magizine written in Hypercard. 
This publication offers a wide variety of information concerning the
""Trinity Campus"", and the Greater Hartford Area. In addition the Journal
also provides a unique forum for opinion and expression.

We would like to invite the Internet community to participate in the
creation of this publication by submitting Articles, Art Work, Events
(for the Greater Hartford Area only), and anything else that you think is
interesting, to the Journal each week.

Articles may be written about anything as long as they are written well! 
We are also interested in mirroring Newsletters and other information not
easily accessible to non-intensive Macintosh Users.

The weekly deadline for submitting Materials is Wendsday 10:00pm (Eastern
Standard Time).
Please send all submissions to: Journal@mail.trincoll.edu

To receive the Journal each Week send a mail message with the words
""Subscribe Journal"" as the subject line to: Journal@mail.trincoll.edu.
Please include Full name and instituion in the body of text."
457,talk.politics.guns,talk.politics.misc,"

	B urn
	A ll
	T he
	F uckers
"
458,talk.politics.misc,talk.politics.guns,"
Of course they did, otherwise they wouldn't have staged the
raid in the first place.





Napalming seems a bit redundant.

The Stupidity was in the BATF mindset 'We're from Washington
We Know Better""  Execute Plan A: Storm the compound in a No-Knock
- the locals are gullible rubes, who cares that they served
warrents by knocking on the door.  Such an old fashioned, out dated
method of Law Enforcement anyway.  Gotta have the latest Armament
Technology, doncha know?

Sweet baby buddah - didn't these clown ever read ""Dealing
with Paranoids""?

chus
pyotr


"
459,talk.politics.misc,talk.politics.guns,"





+>The paranoid assertion that the BATF fired first in an unprovoked
+>assault assumes that the BATF were on a death wish. Had they
+>expected the B-D to be anything other than peacefull citizens who
+>would accept a search authorized by a court they would have turned up
+>in a tank and broken the door down on day one.

	The search was a ""no-knock"" warrent.  Meaning that what
those on the scene see is a bunch of men with guns storming 
their compound and lobbing grenades at them.  The terms of the
search warrent are secret and the BATF has yet to even reveal
what they were.




+>The stupidity was the attempt to serve a warant on the place by
+>ludicrously underarmed and unprotected police. 

	They did not serve a warrent, they basically attacked the
compound and expected a surrender.  They had semiautomatics and
concussion grenades that we KNOW about.  

	Look at the death and injury toll inflicted on both sides in the first
battle and its difficult to believe that either side had any
superiority in weapons.
"
468,talk.politics.misc,talk.politics.guns,"

Here in Georgia, the state legislature in 1992 ""accidentally passed a law 
lobbied for by Opthamologists prohibiting anyone but a licensed MD from
giving shots. They were trying to limit Optometrists from competing with
them.
They inadvertantly forbade nurses, EMTs, dentists, and tattoo artists 
from ""piercing the skin."" (probably diabetics too). The Secretary of State's 
office announced on June 30th that they wouldn't enforce it pending
reconsideration in the 1003 Legislature. In the hassle over the state flag
I heard nothing about repealing it.
"
474,talk.politics.misc,talk.politics.mideast,"
	He's 1/2 liar, 1/2 cheat and 1/2 demagogue."
484,talk.politics.misc,talk.politics.guns,"
What's despicable is that this sordid incident is being glommed onto by all
sorts of people desperately trying to ""get a revolution."" It makes
""ambulance chasing"" by lawyers seem like a harmless pastime.

For the last few months, benighted souls have been calling C-SPAN on issues
as mundane as budget resolutions, saying that ""I don't know, I just have
the feeling there is going to be a revolution in this country,"" and so on.

Get real! For a real case study in revolution, go to Blockbuster Video
and check out ""Underground,"" a film made about the Weather Underground in
the 70's. Even with all the strife back then, the ""revolution"" never did
come. And Waco is supposed to be the spark of the end times?

In the tape, it is interesting to see the way the Weatherpersons dance
around the issue of one of their defining moments, which was when a few
of their comrades managed to blow themselves up manufacturing bombs in
a Greenwich village townhouse. The problem, one of them said, was that
they were so caught up in their armed struggle that they *forgot* about
their own personal safety and weren't ""careful."" But of course that was
*society's* fault, a society that didn't instill a sense of worth in
the people, so they neglect their own safety.

Current apologists for Koresh may pick up some important rationalization
tips from this tape!
"
487,talk.politics.misc,talk.politics.guns,"
BULLSHIT. How many lakes have ceased to be able to support life from
purely natural pollution? Man has already done this to scores of lakes.
Also, much of the ""degredation"" you cite was done by cows and pigs.

And why do think there are so many cows around?

Could it be.......cause people raise them?

"
489,talk.politics.misc,talk.politics.guns,"
    This is the first I hear that Koresh refused to release
    someone.  In fact, a lot of people, including children, came out
    during the stand-off.

    How do you know Koresh killed his followers?  The FBI said
    he had had no such plans (and they had the place bugged), Koresh's 
    attorney said the same thing, and the survivors claimed that the 
    fire was started by goverment agents.







-- 
------------------------------------------------------------------------------------------
Disclaimer: Opinions expressed are mine, not my employer's."
492,talk.politics.misc,talk.politics.guns,"
   >They used a tank to knock a hole in the wall, and they released
   >non-toxic, non-flammable tear gas into the building.

       Non-toxic tear gas?!?  Do you know what tear gas is?

       I do: once upon a time I happened to be in a room when someone threw 
       a tear-gas grenade in (that was supposed to be a joke:).  The sensation 
       was incredible: I felt my eyes and nostrils were being torn apart.
       I remember us - a bunch of young men in our early 20's - running out
       like a herd of wild animals, knocking down the door and jumping
       out of the windows (thank G-d we were on the first floor).

       I can't imagine this kind of stuff being used against children.

For them, the worst effect might not be the physical effects so much
as the psychological effect of being incapacitated without fully
understanding the cause.  Many years ago, I was accidentally exposed
to a tiny dose of tear gas.  (It was in Athens, on the street leading
to the American Embassy; there'd been a march that had been broken up
with tear-gas; I must have stumbled into a remaining patch of gas the
next day.)  Aside from the tears, feeling sick to my stomach, etc.,
the really horrible psychological effect was that of suddenly falling
to pieces and not knowing why it had happened---I was horrified and
wondered what disease or other health problem I had.  (I didn't find
out about the march and the tear-gas till hours later.)  I can imagine
how horribly disorienting this might be to very young children:
suddenly crying uncontrollably and feeling sick, weak, and out of
control of your body---and not knowing the cause.

``This gives us a chance to try the Gas of Peace.''  Yeah, right.
"
493,talk.politics.misc,talk.politics.guns,"Rejoice! The Streets of Amerika are much safer now that the Branch
Davidians no longer have those nasty assault weapons. Your children will
no longer lie awake at night wondering when the next Brand Davidian will
attempt to shoot them from their rural compound. 

   Men, women, and children have been murdered by our great BATF, but the
greater good has been secured for all."
